사바, 68, 191
파바, 76, 192
다하, 46, 145
자사, 63, 158
파나, 46, 194
차바, 75, 143
가사, 76, 172
아아, 61, 160
하하, 95, 185
파나, 91, 159
카바, 56, 172
차하, 69, 177
하차, 73, 174
마차, 63, 182
차마, 98, 140
자가, 62, 185
타가, 73, 156
차하, 80, 162
라하, 98, 166
하마, 86, 163
자가, 97, 189
다사, 61, 141
카타, 98, 185
나타, 90, 183
마다, 47, 157
파라, 88, 153
다바, 86, 186
카차, 96, 175
라하, 50, 172
사마, 82, 170
바마, 71, 178
사바, 43, 164
사카, 49, 141
차다, 97, 170
바바, 91, 191
차바, 69, 198
파가, 62, 153
자타, 50, 199
하사, 56, 177
사나, 74, 175
사가, 56, 140
차타, 64, 182
자하, 58, 192
자바, 46, 169
나가, 75, 196
다자, 63, 156
바카, 44, 179
자아, 63, 172
카파, 56, 182
사파, 44, 198
카가, 85, 191
파타, 73, 148
카바, 43, 172
자사, 81, 187
차다, 88, 183
하마, 46, 190
나라, 62, 197
아파, 46, 192
다가, 44, 159
사자, 53, 146
라라, 88, 192
마자, 70, 183
사아, 75, 192
나나, 69, 164
나나, 57, 183
다자, 88, 158
가파, 41, 169
파아, 42, 197
다나, 54, 146
자가, 95, 191
자마, 92, 144
타사, 63, 180
하바, 53, 171
파라, 97, 180
바카, 56, 158
마사, 71, 159
가타, 62, 152
파마, 99, 161
사아, 40, 144
타차, 96, 170
사아, 61, 153
차자, 82, 171
바아, 78, 144
차하, 75, 178
사라, 46, 192
타마, 52, 142
차타, 60, 184
바아, 58, 156
하카, 91, 182
차마, 63, 165
나아, 65, 150
하하, 48, 158
파사, 87, 190
자자, 91, 156
아카, 45, 179
파타, 61, 190
가자, 94, 156
마파, 48, 186
차카, 66, 193
가아, 61, 194
바가, 43, 190
타라, 53, 165
사차, 73, 185
라타, 94, 149
자카, 50, 183
타바, 64, 183
자사, 98, 190
카가, 97, 145
사아, 87, 194
나차, 80, 154
하사, 89, 146
차라, 86, 183
가하, 40, 162
아하, 65, 155
다가, 70, 163
파나, 93, 170
차다, 46, 145
라바, 64, 173
바나, 81, 190
아다, 48, 172
나자, 99, 146
라가, 43, 144
차가, 68, 152
사라, 79, 156
마마, 89, 195
차나, 62, 156
자자, 84, 168
바바, 76, 177
하라, 79, 198
파타, 78, 170
아카, 95, 185
자아, 77, 164
가다, 83, 176
자라, 64, 199
카타, 74, 151
파다, 42, 194
차차, 53, 194
가파, 64, 149
사가, 60, 152
나가, 59, 189
마아, 71, 196
카자, 61, 182
하아, 86, 183
나사, 59, 150
차라, 82, 141
자하, 49, 165
가바, 65, 157
차자, 93, 164
아카, 99, 179
파사, 78, 147
바다, 72, 143
라다, 74, 178
타자, 64, 159
하자, 52, 164
파카, 46, 180
사마, 77, 159
차사, 51, 194
나바, 53, 194
차타, 94, 195
하마, 49, 184
자나, 85, 169
하차, 70, 193
아사, 98, 140
카바, 86, 186
차다, 71, 144
아사, 59, 180
다마, 68, 188
카사, 69, 199
타바, 82, 142
라아, 51, 151
타타, 87, 142
바타, 90, 150
라타, 45, 198
사마, 89, 144
사아, 80, 161
바사, 51, 181
가하, 89, 164
아파, 91, 172
바라, 51, 169
마아, 88, 158
가다, 56, 174
자가, 41, 169
타라, 78, 163
파마, 77, 150
차바, 45, 171
가차, 99, 179
자파, 42, 177
하라, 54, 157
마가, 49, 148
가하, 72, 148
가다, 42, 150
자타, 77, 197
카다, 86, 158
하파, 40, 185
사타, 93, 170
나바, 46, 175
하사, 66, 193
차자, 57, 174
다하, 73, 148
사라, 70, 144
라카, 47, 141
하자, 71, 172
나가, 90, 148
가가, 58, 193
사다, 68, 167
나나, 74, 199
타차, 73, 144
카마, 48, 182
카아, 83, 184
가나, 83, 180
아카, 79, 195
가바, 75, 155
자마, 60, 171
사아, 56, 158
타가, 93, 189
차라, 79, 176
하차, 40, 158
카사, 89, 185
자하, 63, 145
마하, 80, 145
하다, 79, 188
사아, 60, 143
나바, 53, 179
자라, 87, 147
라타, 56, 167
사라, 54, 145
아바, 51, 161
차라, 64, 155
가아, 98, 192
타라, 63, 144
카차, 83, 151
파가, 98, 159
바타, 97, 185
라가, 79, 180
다파, 46, 164
다사, 56, 162
마자, 42, 164
파사, 75, 178
마자, 58, 183
파사, 81, 162
하바, 42, 155
아타, 87, 169
나차, 40, 152
나다, 96, 158
사타, 42, 199
하사, 89, 184
나다, 58, 197
바다, 91, 173
라마, 79, 191
자다, 78, 182
사타, 79, 165
마사, 95, 156
카사, 61, 186
차자, 68, 184
자타, 94, 160
아나, 60, 151
아타, 52, 196
자자, 52, 171
라카, 40, 167
아라, 45, 166
하가, 80, 167
하차, 61, 174
아사, 71, 162
아사, 43, 144
파카, 42, 164
라마, 60, 181
사하, 55, 173
라아, 84, 159
바자, 72, 187
파다, 81, 144
카타, 70, 154
다마, 57, 193
차하, 56, 183
사자, 40, 176
나다, 78, 149
하가, 43, 144
사타, 99, 163
나카, 45, 169
바나, 86, 196
타다, 72, 172
라나, 82, 168
차가, 93, 173
가차, 55, 160
사바, 43, 171
아바, 68, 183
아차, 82, 194
하카, 66, 140
바마, 99, 160
카아, 74, 150
타나, 41, 152
가나, 77, 156
카타, 92, 150
사하, 74, 153
하자, 84, 148
사자, 53, 193
다가, 93, 199
타차, 72, 189
카카, 97, 143
아아, 43, 154
카아, 52, 158
아라, 92, 178
다카, 98, 162
라바, 87, 169
파사, 65, 145
카나, 46, 196
타라, 95, 182
타가, 51, 154
다마, 79, 189
나가, 62, 180
자다, 85, 197
하차, 74, 154
마아, 70, 156
사아, 86, 148
타차, 93, 182
다카, 82, 155
하파, 90, 182
마사, 72, 190
하가, 80, 160
자가, 67, 166
사차, 44, 190
카자, 76, 197
아타, 92, 193
라타, 76, 141
아타, 91, 191
가자, 51, 177
차자, 46, 151
바라, 73, 161
파사, 69, 140
바바, 52, 152
마라, 87, 199
차아, 60, 145
나타, 78, 185
카나, 67, 175
파사, 43, 187
라다, 76, 181
차다, 70, 145
다사, 41, 156
아다, 74, 165
카사, 79, 165
자가, 97, 179
파다, 52, 194
마사, 47, 166
사라, 98, 151
타차, 77, 180
가차, 66, 147
하사, 96, 196
타자, 75, 162
자나, 65, 186
바파, 80, 183
사자, 88, 148
타라, 64, 145
아차, 95, 151
바마, 42, 142
나타, 86, 157
카나, 80, 141
라차, 63, 158
아차, 58, 142
카사, 85, 148
아사, 43, 162
카타, 68, 199
가바, 95, 192
하자, 48, 197
나라, 61, 173
마카, 66, 180
라타, 46, 140
하사, 49, 148
하가, 41, 163
차다, 56, 154
라카, 90, 183
차아, 60, 142
나나, 79, 181
나아, 42, 149
마아, 64, 191
타타, 70, 163
타다, 77, 142
아타, 42, 172
하나, 86, 152
타나, 96, 172
가자, 66, 163
다자, 57, 195
하타, 72, 193
바아, 55, 141
마사, 44, 163
다자, 69, 144
파하, 74, 176
타자, 68, 184
마사, 40, 160
나가, 49, 146
마카, 52, 161
나다, 56, 156
파바, 73, 159
마나, 93, 167
파파, 68, 140
라타, 60, 177
카아, 67, 152
아마, 98, 155
가차, 45, 174
아다, 59, 184
나하, 84, 143
파라, 42, 181
라자, 56, 178
차타, 71, 177
타아, 44, 161
바타, 60, 142
가아, 84, 180
마하, 66, 168
파하, 43, 196
사하, 65, 170
하하, 40, 189
마아, 73, 140
카가, 70, 195
가타, 75, 170
차다, 87, 192
자가, 76, 186
차자, 87, 195
마자, 79, 198
라자, 62, 160
사가, 81, 185
다자, 49, 181
하바, 44, 169
마나, 68, 149
아바, 88, 157
마파, 41, 145
가하, 51, 179
나아, 85, 166
자아, 67, 188
마카, 77, 176
아차, 84, 186
나차, 89, 187
카마, 89, 157
라하, 42, 189
자차, 40, 166
사차, 62, 165
파타, 49, 194
나하, 40, 169
카마, 78, 156
바카, 66, 140
나자, 87, 173
다가, 40, 167
하라, 61, 166
가다, 72, 192
마가, 77, 148
자바, 43, 159
다카, 84, 191
다라, 81, 158
바카, 97, 194
파아, 67, 180
나카, 70, 184
가사, 86, 148
사사, 86, 186
카파, 92, 177
하자, 88, 145
나라, 61, 142
아바, 63, 144
카사, 55, 173
자파, 76, 182
나나, 63, 158
가차, 52, 159
라나, 57, 179
가자, 87, 193
나파, 92, 177
아자, 60, 197
다다, 84, 140
사아, 52, 146
차라, 48, 195
가타, 71, 152
나다, 43, 168
라아, 57, 162
카마, 40, 192
사하, 71, 154
자사, 60, 155
다하, 94, 171
자하, 97, 149
카파, 49, 196
나바, 83, 166
가마, 75, 175
사마, 66, 181
차나, 61, 172
나파, 88, 191
아타, 50, 164
카마, 51, 154
가바, 52, 152
타차, 99, 146
하아, 53, 163
아다, 72, 197
다사, 78, 193
파바, 77, 196
차하, 45, 166
바자, 98, 196
하파, 78, 194
나바, 90, 199
아차, 56, 162
타바, 48, 192
가자, 91, 142
바자, 80, 148
하아, 92, 146
카파, 61, 189
마라, 99, 149
다자, 57, 145
하마, 89, 151
사라, 69, 172
나사, 56, 190
나자, 72, 169
라라, 72, 185
파하, 71, 155
파자, 54, 148
바마, 83, 170
타마, 62, 162
나사, 86, 149
자가, 47, 146
차차, 90, 192
파마, 71, 163
가자, 92, 152
자다, 59, 183
하나, 60, 198
마타, 81, 148
바아, 45, 164
카자, 87, 186
아바, 52, 140
마마, 96, 150
타라, 89, 149
마바, 66, 166
차아, 70, 178
자아, 91, 198
바다, 71, 182
나파, 94, 169
가카, 92, 160
사라, 77, 151
타라, 43, 166
가다, 80, 191
카마, 55, 163
바파, 52, 149
마마, 86, 190
하카, 40, 175
파다, 69, 146
다마, 85, 149
바바, 59, 167
사다, 72, 187
나타, 46, 188
카자, 72, 162
가다, 62, 162
